epoch,accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
30,0.9775000214576721,9.0,9.0,0.1252916008234024,0.9775000214576721,0.9775000214576721,391.0,391.0,0.9166666865348816,15.0,15.0,0.21450506150722504,0.9166666865348816,0.9166666865348816,165.0,165.0
31,0.9800000190734863,8.0,8.0,0.12270279973745346,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9166666865348816,15.0,15.0,0.2133031189441681,0.9166666865348816,0.9166666865348816,165.0,165.0
32,0.9800000190734863,8.0,8.0,0.11732158809900284,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9166666865348816,15.0,15.0,0.2041337937116623,0.9166666865348816,0.9166666865348816,165.0,165.0
33,0.9825000166893005,7.0,7.0,0.11295316368341446,0.9825000166893005,0.9825000166893005,393.0,393.0,0.949999988079071,9.0,9.0,0.17166711390018463,0.949999988079071,0.949999988079071,171.0,171.0
34,0.9850000143051147,6.0,6.0,0.10975401848554611,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9055555462837219,17.0,17.0,0.23015856742858887,0.9055555462837219,0.9055555462837219,163.0,163.0
35,0.9800000190734863,8.0,8.0,0.10880137234926224,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9111111164093018,16.0,16.0,0.20930105447769165,0.9111111164093018,0.9111111164093018,164.0,164.0
36,0.9800000190734863,8.0,8.0,0.10433003306388855,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9111111164093018,16.0,16.0,0.21133047342300415,0.9111111164093018,0.9111111164093018,164.0,164.0
37,0.9800000190734863,8.0,8.0,0.10091283172369003,0.9800000190734863,0.9800000190734863,392.0,392.0,0.9111111164093018,16.0,16.0,0.24113449454307556,0.9111111164093018,0.9111111164093018,164.0,164.0
38,0.9825000166893005,7.0,7.0,0.10153017193078995,0.9825000166893005,0.9825000166893005,393.0,393.0,0.9055555462837219,17.0,17.0,0.21314841508865356,0.9055555462837219,0.9055555462837219,163.0,163.0
39,0.987500011920929,5.0,5.0,0.09592956304550171,0.987500011920929,0.987500011920929,395.0,395.0,0.9222221970558167,14.0,14.0,0.18268384039402008,0.9222221970558167,0.9222221970558167,166.0,166.0
40,0.9825000166893005,7.0,7.0,0.09195154905319214,0.9825000166893005,0.9825000166893005,393.0,393.0,0.9111111164093018,16.0,16.0,0.23557040095329285,0.9111111164093018,0.9111111164093018,164.0,164.0
41,0.9825000166893005,7.0,7.0,0.09260879456996918,0.9825000166893005,0.9825000166893005,393.0,393.0,0.9111111164093018,16.0,16.0,0.23137442767620087,0.9111111164093018,0.9111111164093018,164.0,164.0
42,0.9850000143051147,6.0,6.0,0.08869477361440659,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9111111164093018,16.0,16.0,0.23095569014549255,0.9111111164093018,0.9111111164093018,164.0,164.0
43,0.9850000143051147,6.0,6.0,0.08935069292783737,0.9850000143051147,0.9850000143051147,394.0,394.0,0.9166666865348816,15.0,15.0,0.19549891352653503,0.9166666865348816,0.9166666865348816,165.0,165.0
44,0.9825000166893005,7.0,7.0,0.08418020606040955,0.9825000166893005,0.9825000166893005,393.0,393.0,0.9055555462837219,17.0,17.0,0.24466052651405334,0.9055555462837219,0.9055555462837219,163.0,163.0
