epoch,accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.4699999988079071,212.0,212.0,0.6951429843902588,0.4699999988079071,0.4699999988079071,188.0,188.0,0.5,90.0,90.0,0.6929680109024048,0.5,0.5,90.0,90.0
1,0.4749999940395355,210.0,210.0,0.6936964988708496,0.4749999940395355,0.4749999940395355,190.0,190.0,0.5,90.0,90.0,0.6930378675460815,0.5,0.5,90.0,90.0
2,0.5,200.0,200.0,0.6936193704605103,0.5,0.5,200.0,200.0,0.5,90.0,90.0,0.692906379699707,0.5,0.5,90.0,90.0
3,0.5199999809265137,192.0,192.0,0.6928904056549072,0.5199999809265137,0.5199999809265137,208.0,208.0,0.5,90.0,90.0,0.6925950646400452,0.5,0.5,90.0,90.0
4,0.4724999964237213,211.0,211.0,0.6962430477142334,0.4724999964237213,0.4724999964237213,189.0,189.0,0.5,90.0,90.0,0.6925837397575378,0.5,0.5,90.0,90.0
5,0.5,200.0,200.0,0.6914520263671875,0.5,0.5,200.0,200.0,0.5166666507720947,87.0,87.0,0.6917106509208679,0.5166666507720947,0.5166666507720947,93.0,93.0
6,0.5550000071525574,178.0,178.0,0.6888396739959717,0.5550000071525574,0.5550000071525574,222.0,222.0,0.5,90.0,90.0,0.6914759874343872,0.5,0.5,90.0,90.0
7,0.5299999713897705,188.0,188.0,0.6913051605224609,0.5299999713897705,0.5299999713897705,212.0,212.0,0.5,90.0,90.0,0.6942929625511169,0.5,0.5,90.0,90.0
8,0.5174999833106995,193.0,193.0,0.6903481483459473,0.5174999833106995,0.5174999833106995,207.0,207.0,0.5,90.0,90.0,0.6888042688369751,0.5,0.5,90.0,90.0
9,0.6625000238418579,135.0,135.0,0.6806433796882629,0.6625000238418579,0.6625000238418579,265.0,265.0,0.5,90.0,90.0,0.6937330365180969,0.5,0.5,90.0,90.0
10,0.5774999856948853,169.0,169.0,0.6798220276832581,0.5774999856948853,0.5774999856948853,231.0,231.0,0.5,90.0,90.0,0.690274715423584,0.5,0.5,90.0,90.0
11,0.6424999833106995,143.0,143.0,0.6678482890129089,0.6424999833106995,0.6424999833106995,257.0,257.0,0.5,90.0,90.0,0.6934284567832947,0.5,0.5,90.0,90.0
12,0.5975000262260437,161.0,161.0,0.6715147495269775,0.5975000262260437,0.5975000262260437,239.0,239.0,0.6666666865348816,60.0,60.0,0.6725972294807434,0.6666666865348816,0.6666666865348816,120.0,120.0
13,0.675000011920929,130.0,130.0,0.6534172892570496,0.675000011920929,0.675000011920929,270.0,270.0,0.6611111164093018,61.0,61.0,0.6682156920433044,0.6611111164093018,0.6611111164093018,119.0,119.0
14,0.7049999833106995,118.0,118.0,0.6438210010528564,0.7049999833106995,0.7049999833106995,282.0,282.0,0.6555555462837219,62.0,62.0,0.6626432538032532,0.6555555462837219,0.6555555462837219,118.0,118.0
15,0.7124999761581421,115.0,115.0,0.6276329755783081,0.7124999761581421,0.7124999761581421,285.0,285.0,0.5055555701255798,89.0,89.0,0.6883499622344971,0.5055555701255798,0.5055555701255798,91.0,91.0
16,0.7049999833106995,118.0,118.0,0.6212615370750427,0.7049999833106995,0.7049999833106995,282.0,282.0,0.6222222447395325,68.0,68.0,0.6570133566856384,0.6222222447395325,0.6222222447395325,112.0,112.0
